Job_Name,Company,Location,Required_Skills,min_salary,max_salary
Project Manager,Công ty cổ phần AppotaPay,Hà Nội: Ba Đình,"Lập Kế Hoạch Dự Án, Quản Lý Rủi Ro, Quản lý thời gian",0,2000000
Voice/Speech Engineer,"CÔNG TY TNHH CÔNG NGHỆ GIA ĐÌNH (FTECH CO., LTD)",Hà Nội: Đống Đa,Không có,0,2000000
BrSE (Thị Trường Hàn Quốc),Viettel Software,Hà Nội: Cầu Giấy,"Tiếng Hàn (thành Thạo), Tiếng Anh (giao Tiếp), Kỹ năng giao tiếp",0,50000000
Site Reliability Engineer,CÔNG TY CỔ PHẦN CÔNG NGHỆ SAVA META,Hà Nội: Hai Bà Trưng,"Linux System Administration, Cloud Computing (aws, Azure, Gcp), Containerization (docker, Kubernetes)",0,2000000
Senior Database Engineer,CÔNG TY CỔ PHẦN CÔNG NGHỆ SAVA META,Hà Nội: Hai Bà Trưng,"Data Modeling, Sql (t Sql, Pl Sql, Mysql, Postgresql, Etc.), Database Design (normalization, Indexing, Etc.)",0,2000000
Fullstack Developer,CÔNG TY CỔ PHẦN CÔNG NGHỆ VÀ TRUYỀN THÔNG AWING VIỆT NAM,Hà Nội: Đống Đa,".NET, C#, SQL",0,39000000
Flutter Developer,CÔNG TY TNHH HORUS PRODUCTIONS,Hà Nội: Nam Từ Liêm,"Git, Dart, REST APIs",15000000,20000000
Fullstack Developer,CÔNG TY TNHH HORUS PRODUCTIONS,Hà Nội: Nam Từ Liêm,"Javascript, HTML/CSS, Database Management (sql, Nosql)",15000000,35000000
Phát Triển Sản Phẩm Product Owner/Project Manager,CÔNG TY TNHH GIẢI PHÁP CÔNG NGHỆ TRIPLAYZ,Hà Nội: Hai Bà Trưng,"Figma, UI/UX, Quản Lý Dự Án",15000000,25000000
Java Backend Techlead,CÔNG TY TNHH CHARTERTECH GLOBAL,Hà Nội: Cầu Giấy,"Java, Chứng Khoán, RESTful APIs",0,2000000
Nhân Viên IT Helpdesk/ Support,CÔNG TY CỔ PHẦN THỰC PHẨM VÀ NƯỚC GIẢI KHÁT NAM VIỆT,Bình Dương: Dĩ An,"Kỹ năng giao tiếp, Kỹ năng làm việc nhóm, Khả năng giải quyết vấn đề",0,2000000
Data Engineer,CÔNG TY CỔ PHẦN PARALINE SOFTWARE,Hà Nội: Cầu Giấy,"MongoDB, Oracle, PostgreSQL",20000000,30000000
Database Administrator,CÔNG TY TNHH ĐẦU TƯ TẬP ĐOÀN MẶT TRỜI,Hà Nội: Hai Bà Trưng,"SQL, Quản Trị Cơ Sở Dữ Liệu (database Administration), Sao Lưu Và Phục Hồi Dữ Liệu (backup And Recovery)",0,2000000
.NET Developer,FPT Software,Hồ Chí Minh: Thủ Đức,".net Framework Core, C#, Asp.net (mvc Web Api)",0,2000000
Chuyên Viên Hỗ Trợ Vận Hành,CÔNG TY CỔ PHẦN THE SUPRA,Bắc Ninh: Yên PhongHải Phòng: Hải An,"Kỹ năng giao tiếp, Khả năng giải quyết vấn đề, khả năng làm việc độc lập và theo nhóm",0,2000000
Chuyên Viên Quản Trị Mạng,CÔNG TY TNHH VETC DIGITAL,Hà Nội: Nam Từ Liêm,"TCP/IP, Định Tuyến (routing), Chuyển Mạch (switching)",0,26000000
Product Owner,CÔNG TY TNHH VETC DIGITAL,Hà Nội: Nam Từ Liêm,"Làm việc nhóm, Giao tiếp, Phân Tích Nghiệp Vụ",0,36400000
Data Scientist,Công ty Cổ phần MISA,Hà Nội: Bắc Từ Liêm,"thống kê, Xử Lý Dữ Liệu, Khai Thác Dữ Liệu",0,2000000
Senior Product Owner,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ VEXERE,Hồ Chí Minh: Quận 4,"Stakeholder Management, Agile Methodologies, Prioritization",0,2000000
Nhân Viên Công Nghệ Thông Tin,CN TẠI MIỀN NAM - CÔNG TY CỔ PHẦN THIẾT KẾ LỤC GIÁC,Hồ Chí Minh: Quận 12,"Kỹ năng giao tiếp, Khả năng giải quyết vấn đề, khả năng làm việc độc lập và theo nhóm",0,2000000
Project Manager / Product Owner,CÔNG TY TRÁCH NHIỆM HỮU HẠN GIẢI PHÁP CÔNG NGHỆ CỘNG,Hà Nội: Cầu Giấy,"Làm việc nhóm, Quản lý thời gian, Quản Lý Dự Án",0,2000000
Product Manager,CÔNG TY CỔ PHẦN ZTO LABS,Hà Nội: Cầu Giấy,"Product Strategy, Communication",0,50000000
Senior Software Tester,CÔNG TY CỔ PHẦN ZTO LABS,Hà Nội: Cầu Giấy,"Kiểm thử phần mềm, Thiết Kế Test Case, Thực Thi Test Case",0,45000000
Frontend Developer,CÔNG TY CỔ PHẦN ZTO LABS,Hà Nội: Cầu Giấy,ReactJS,0,55000000
Trưởng Phòng Business Analyst,CÔNG TY CỔ PHẦN LIFETEX,Hà Nội: Thanh Xuân,"Phân Tích Nghiệp Vụ, Mô Hình Hóa Dữ Liệu, Thu Thập Và Phân Tích Dữ Liệu",25000000,35000000
Product Owner,CÔNG TY CỔ PHẦN TRUYỀN THÔNG VÀ GIẢI TRÍ HG MEDIA,Hà Nội: Đống Đa,"Product Vision, Product Backlog Management, Prioritization",15000000,25000000
Nhân Viên IT Phần Cứng,Công Ty TNHH ITM Semiconductor Vietnam,Bắc Ninh: Từ Sơn,Không có,0,2000000
Nhân Viên Triển Khai Phần Mềm,Công ty Cổ phần Công Nghệ Vũ Thảo,Hồ Chí Minh: Tân Bình,"Làm việc nhóm, Giao tiếp tốt, Khả năng giải quyết vấn đề",9000000,12000000
Backend Developer,CÔNG TY CỔ PHẦN ZTO LABS,Hà Nội: Cầu Giấy,Python,0,55000000
Nhân Viên Triển Khai Phần Mềm,Công ty CP Công nghệ Cyber Eye,Hà Nội: Nam Từ Liêm,"Kỹ năng giao tiếp, Kỹ năng làm việc nhóm, Khả năng giải quyết vấn đề",0,13000000
Trưởng Nhóm Đấu Thầu,CÔNG TY CỔ PHẦN VSI,Hà Nội: Cầu Giấy,"Đàm phán, Kinh Doanh, Nghiên Cứu Thị Trường",20000000,30000000
Product Owner,CÔNG TY CỔ PHẦN TRUYỀN THÔNG VÀ GIẢI TRÍ HG MEDIA,Hà Nội: Đống Đa,"Product Vision, Product Backlog Management, Prioritization",15000000,25000000
Nhân Viên Cải Tiến Quy Trình,Viettel Digital,Hà Nội: Nam Từ Liêm,"Quản Lý Dự Án, Kỹ năng giải quyết vấn đề, Phân tích quy trình",0,2000000
Giảng Viên Công Nghệ Thông Tin,TỔ CHỨC GIÁO DỤC FPT,Bình Định: TP Quy Nhơn,"Kỹ năng giao tiếp, Kỹ năng sư phạm, kỹ năng thuyết trình",0,2000000
Database Administrator,Viettel Digital,Hà Nội: Nam Từ Liêm,"NoSQL, Database Design, Performance Tuning",0,2000000
Tech Lead,CÔNG TY TNHH CÔNG NGHỆ EZCLOUD TOÀN CẦU,Hà Nội: Ba Đình,"C#, .NET Framework, .net Core .net",30000000,35000000
Kỹ Sư Quản Lý Chất Lượng Dịch Vụ,Viettel Digital,Hà Nội: Nam Từ Liêm,"Kỹ năng giải quyết vấn đề, Kỹ Năng Lập Kế Hoạch Và Tổ Chức, Kỹ Năng Giao Tiếp Và Làm Việc Nhóm",0,2000000
Lập Trình Mobile,Công Ty cổ phần IIG Việt Nam,Hà Nội: Cầu Giấy,"Git, Flutter, RESTful API",20000000,30000000
Nhân Viên QA Biết Tiếng Nhật,CÔNG TY TNHH CÔNG NGHỆ AMCOLAB,Hà Nội: Nam Từ Liêm,"Khả Năng Phân Tích Và Giải Quyết Vấn Đề, Tiếng Nhật (n3 Trở Lên), Kiến Thức Về Quy Trình Qa Qc",8000000,12000000
Kiểm Thử Game,Công ty cổ phần HIGAME,Hà Nội: Nam Từ Liêm,"Kỹ Năng Phân Tích Và Giải Quyết Vấn Đề, Kỹ Năng Giao Tiếp Tốt (viết Và Nói), Kiến Thức Về Quy Trình Kiểm Thử Phần Mềm",10000000,20000000
Họa Viên Revit Xây Dựng,CÔNG TY CỔ PHẦN TDH ĐỒNG NAI,Đồng Nai: Biên Hoà,"Revit Architecture, Triển Khai Bản Vẽ Kiến Trúc, Đọc Hiểu Bản Vẽ Kỹ Thuật",10000000,15000000
Nhân Viên QA,CÔNG TY TNHH LIVESPO PHARMA,Hà Nội: Bắc Từ Liêm,Không có,8000000,12000000
Trưởng Nhóm Phân Tích Nghiệp Vụ,CÔNG TY CỔ PHẦN ĐẦU TƯ CÔNG NGHỆ HOÀNG HUY,Hà Nội: Hoàng Mai,"Phân Tích Nghiệp Vụ, Thu Thập Yêu Cầu, Mô Hình Hóa Quy Trình",10000000,18000000
Quản Trị Dự Án Phần Mềm,Công ty Cổ Phần Công Nghệ ITG,Hà Nội: Nam Từ Liêm,"Giao tiếp, Quản Lý Dự Án, Quản Lý Rủi Ro",0,35000000
Chuyên Viên IT,Công ty TNHH công nghệ Jinye Việt Nam,Bắc Giang: Hiệp Hoà,"kỹ năng phân tích, Giải quyết vấn đề, Kiến Thức Về Phần Cứng Máy Tính",20000000,35000000
Trưởng Nhóm Kỹ Sư Phân Tích Nghiệp Vụ,CÔNG TY CỔ PHẦN CÔNG NGHỆ VÀ ỨNG DỤNG SỐ VIỆT NAM,Hà Nội: Hoàng Mai,"Giao tiếp, Phân tích dữ liệu, Phân Tích Nghiệp Vụ",10000000,15000000
Phó Trưởng Bộ Phận Công Nghệ Thông Tin,CÔNG TY CỔ PHẦN NHA TRANG - ĐÀ LẠT,Lâm Đồng: TP Đà Lạt,"Lập Kế Hoạch, Quản Lý Đội Nhóm, Phân Tích Nghiệp Vụ",0,2000000
AI Developer,Công ty cổ phần Công nghệ Sapo,Hà Nội: Ba Đình,Không có,15000000,40000000
Kỹ Sư BIM,CÔNG TY TNHH BUILDING INFORMATION MODELING,Hồ Chí Minh: Quận 7,Không có,0,2000000
Lập Trình Viên IT,Công ty Tnhh Tribeco Bình Dương,Bình Dương: Thuận An,Không có,0,2000000
Development Leader,Công ty TNHH HQSOFT,Hồ Chí Minh: Phú Nhuận,"Leadership, team management, Agile Methodologies",35000000,50000000
Data Engineer,Công ty TNHH Công Nghệ và Thương Mại Lifesup,Hà Nội: Cầu Giấy,"SQL, Python, ETL",15000000,25000000
Manual Tester,CÔNG TY CỔ PHẦN CÔNG NGHỆ ALPHAWAY,Hà Nội,"Kiến Thức Về Kiểm Thử Phần Mềm, Kỹ Năng Viết Test Case, Kỹ Năng Phân Tích Yêu Cầu",20000000,28000000
Quản Trị Hệ Thống,Công Ty Cổ Phần VCCorp,Hà Nội: Thanh Xuân,"An Ninh Mạng (cybersecurity), Giải Quyết Sự Cố (troubleshooting), Quản Trị Hệ Điều Hành (linux Windows)",11000000,30000000
System Administrator,Công Ty Cổ Phần VCCorp,Hà Nội: Thanh Xuân,"Git, Quản Trị Hệ Thống Lưu Trữ, Quản Trị Hệ Thống Lưu Trữ (storage)",11000000,40000000
System Administrator,Công Ty Cổ Phần VCCorp,Hà Nội: Thanh Xuân,"Linux System Administration, Networking Fundamentals (tcp Ip, Dns, Routing), Security Best Practices",11000000,27000000
Kỹ Sư Hệ Thống,Công Ty Cổ Phần VCCorp,Hà Nội: Thanh Xuân,"Điện Toán Đám Mây (cloud Computing), Aws, Azure Hoặc Google Cloud Platform (gcp), Linux",20000000,50000000
Nhân Viên Quản Trị Hạ Tầng,Công ty CP FINT Việt Nam,Hà Nội: Cầu Giấy,"Quản Trị Hệ Thống, Quản Trị Mạng, Khắc Phục Sự Cố Hệ Thống",0,2000000
Project Manager,Công ty TNHH SETA international Việt Nam,Hà Nội: Cầu Giấy,"Lập Kế Hoạch Dự Án, Quản Lý Rủi Ro, Quản lý thời gian",0,2000000
Java Developer,Công ty Cổ phần Tập đoàn Công nghệ Thiên Hoàng,Hà Nội: Nam Từ Liêm,"RESTful APIs, Kiểm Thử Phần Mềm (unit Testing, Integration Testing), Sql Và Cơ Sở Dữ Liệu Quan Hệ (mysql, Postgresql, Oracle)",20000000,40000000
Lập Trình Viên Mobile,Công ty Cổ phần Tập đoàn Công nghệ Thiên Hoàng,Hà Nội: Nam Từ Liêm,"Kiến Thức Về Lập Trình Hướng Đối Tượng (oop), Quản Lý Bộ Nhớ, Hiểu Biết Về Cấu Trúc Dữ Liệu Và Giải Thuật",15000000,25000000
Lập Trình Viên Java,Công ty Cổ phần Tập đoàn Công nghệ Thiên Hoàng,Hà Nội: Nam Từ Liêm,"Kiểm Thử Phần Mềm (unit Testing, Integration Testing), Sql Và Cơ Sở Dữ Liệu Quan Hệ (mysql, Postgresql, Oracle), Spring Framework (spring Boot, Spring Mvc, Spring Data)",15000000,35000000
Manual Tester [Dự Án Banking],Công ty Cổ phần Tập đoàn Công nghệ Thiên Hoàng,Hà Nội: Nam Từ Liêm,"phân tích yêu cầu, Viết Testcase, Thực Hiện Test Case",15000000,30000000
Nhân Viên Network Admin,CÔNG TY CỔ PHẦN CÔNG NGHỆ AN NINH MẠNG QUỐC GIA VIỆT NAM,Hà Nội: Cầu Giấy,"Quản Trị Mạng, An Ninh Mạng, Khắc Phục Sự Cố Mạng",0,2000000
Java Developer,CÔNG TY CỔ PHẦN CÔNG NGHỆ ALPHAWAY,Hà Nội,"Java, Spring Framework, RESTful APIs",18000000,24000000
Tester,CÔNG TY CỔ PHẦN CÔNG NGHỆ ALPHAWAY,Hà Nội,"Kiến Thức Về Kiểm Thử Phần Mềm, Kỹ Năng Phân Tích Và Giải Quyết Vấn Đề, Kỹ Năng Viết Test Case",18000000,22000000
Nhân Viên IT Helpdesk,CÔNG TY CỔ PHẦN BẤT ĐỘNG SẢN G.EMPIRE,Hà Nội: Thanh Xuân,"IT Helpdesk, Phát triển mạng lưới, Vận Hành Thiết Bị",10000000,13000000
Trưởng Bộ Phận IT,CÔNG TY TNHH TƯ VẤN NHÂN SỰ KOKORO,"Đồng Nai: Trảng Bom, Biên Hoà, Nhơn Trạch, Long Thành, Cẩm MỹBà Rịa-Vũng Tàu: TP Bà Rịa, Phú Mỹ, Châu Đức","Quản Lý Dự Án, Lãnh đạo, Quản Lý Đội Nhóm",20000000,25000000
IT Tổng Hợp,CÔNG TY CỔ PHẦN NBK TÂY HỒ,Hà Nội: Cầu Giấy,"Chứng Chỉ Cntt Liên Quan (ccna, Ccnp, ...), Chứng Chỉ Cntt Liên Quan (ccna, Ccnp, ...)",10000000,16000000
Chủ Nhiệm IT Phòng Hành Chính Nhân Sự,CÔNG TY TNHH TƯ VẤN NHÂN SỰ KOKORO,"Đồng Nai: Trảng Bom, Biên Hoà, Nhơn Trạch, Long Thành","Quản Lý Dự Án It, Quản Lý Hệ Thống, Quản Lý Mạng",20000000,25000000
IT System & Network Maintenance Staff,CÔNG TY TNHH POSCO DX VIỆT NAM,Bà Rịa-Vũng Tàu: Phú Mỹ,"Quản Trị Mạng, Quản Trị Hệ Thống, Khắc Phục Sự Cố Phần Cứng",7000000,13500000
IT Project Manager,Công ty cổ phần TechLead,Hà Nội: Thanh Xuân,"Quản Lý Đội Nhóm, Quản Lý Dự Án, Lãnh đạo",0,50000000
IT Comtor,CÔNG TY CỔ PHẦN CÔNG NGHỆ UPP TOÀN CẦU,Hà Nội: Cầu Giấy,"Tiếng Hàn Thành Thạo (topik 5 Trở Lên), Tiếng Anh (giao Tiếp Cơ Bản), Kỹ Năng Dịch Thuật (hàn Việt, Việt Hàn)",0,20000000
Senior Product Manager,CÔNG TY TNHH DREAM TALENT,Hồ Chí Minh: Thủ Đức,"Market Research, Data Analysis, User Research",30000000,65000000
CTV Xếp Level Game Design,CÔNG TY TNHH HAPIGA VIỆT NAM,Hà Nội: Nam Từ Liêm,"Tư duy logic, Sáng tạo, Giải quyết vấn đề",0,2000000
Nhân Viên IT,CÔNG TY TNHH JINJIANG SHIPPING LOGISTICS (VIỆT NAM),Hải Phòng: Hải An,"Tư duy logic, Giải quyết vấn đề, Khả Năng Làm Việc Độc Lập",0,2000000
Kỹ Sư An Toàn Thông Tin,Công ty cổ phần tập đoàn MK,Hà Nội: Cầu Giấy,"Phân Tích Rủi Ro, Kiến Thức Về An Ninh Mạng, Phát Hiện Và Phản Hồi Sự Cố",0,2000000
IT Cyber Security,SHINHAN FINANCE,Hồ Chí Minh: Tân Bình,Không có,0,2000000
Odoo Developer,CÔNG TY CỔ PHẦN AHT TECH,Hồ Chí Minh: Quận 3,"Python, Odoo Framework, PostgreSQL",0,2000000
System Admin,SVTECH,Hà Nội: Cầu Giấy,"System Admin, Docker, Kubernetes",15000000,35000000
Lập Trình Viên Back,CÔNG TY CỔ PHẦN FIVE-STAR E-LEARNING,Hà Nội: Hai Bà Trưng,Không có,20000000,30000000
Frontend Developer,Ngân Hàng TMCP Việt Nam Thịnh Vượng (VPBank),Hà Nội: Đống Đa,"CSS, HTML, Javascript",0,2000000
Intern Hardware/Embedded Engineer,CÔNG TY TNHH CASSO,Hồ Chí Minh: Thủ Đức,"Kiến Thức Về Điện Tử Cơ Bản, Kiến Thức Về Vi Điều Khiển",4000000,5000000
Frontend Developer,CÔNG TY CỔ PHẦN DỊCH  VỤ CÔNG NGHỆ TIN HỌC HPT,Hồ Chí Minh: Phú Nhuận,"HTML, Java, Javascript",30000000,45000000
Java Developer,CÔNG TY TNHH SAMSUNG SDS VIỆT NAM,Hà Nội: Cầu Giấy,"Java, Spring Framework, RESTful APIs",0,2000000
Project Manager,CÔNG TY CỔ PHẦN CÔNG NGHỆ SICIX,Hà Nội: Tây Hồ,"Kỹ năng đàm phán, Quản Lý Dự Án, Presales",0,2000000
SOC Analyst,Công ty Cổ phần Hệ thống Công nghệ ETC,Hà Nội: Cầu Giấy,"Giám Sát An Ninh, Phân Tích Bảo Mật, Phân Tích Nhật Ký",20000000,45000000
Network Security Engineer,CÔNG TY CỔ PHẦN ĐẦU TƯ PHÁT TRIỂN SKY CORPORATION,Hà Nội: Cầu Giấy,"Network Security, Firewall Management, Intrusion Detection Prevention Systems (ids Ips)",0,35000000
SOC Analyst Tier 1,CÔNG TY CỔ PHẦN BPO MẮT BÃO,Hồ Chí Minh: Tân Bình,"Phân Tích Bảo Mật, Giám Sát Bảo Mật, Phân Tích Nhật Ký",0,2000000
Intern AI Solution Engineer,"TECHVIFY SOFTWARE., JSC",Hà Nội: Thanh Xuân,Không có,0,4000000
Devops Engineer,"TECHVIFY SOFTWARE., JSC",Hà Nội: Thanh Xuân,"Cloud Computing (aws, Azure, Gcp), Scripting (bash, Python, Go), Containerization (docker, Kubernetes)",0,2000000
Flutter Developer,Ngân Hàng TMCP Việt Nam Thịnh Vượng (VPBank),Hà Nội: Đống Đa,"Flutter, Dart, RESTful APIs",0,2000000
Senior IT Executive,Công ty cổ phần Hạ tầng Viễn thông CMC Telecom,Hồ Chí Minh: Quận 4,"Đàm phán, Quản Lý Dự Án, Quản Lý Ngân Sách",25000000,27000000
Chuyên Viên Red Team,Công ty Cổ phần Hệ thống Công nghệ ETC,Hà Nội: Cầu Giấy,"Kiến Thức Chuyên Sâu Về Hệ Thống Và Mạng, Kỹ Năng Lập Trình (python, Bash, Powershell), Kỹ Năng Khai Thác Lỗ Hổng Bảo Mật",0,2000000
Fullstack Developer,CÔNG TY TNHH ĐẦU TƯ & GIẢI PHÁP CÔNG NGHỆ BIEXCE,Hồ Chí Minh: Bình Thạnh,"Javascript, HTML/CSS, Backend Framework (node.js, Python Django, Ruby On Rails, Java Spring)",15000000,30000000
Nhân Viên IT Helpdesk Shopee Warehouse,CÔNG TY CỔ PHẦN BPO MẮT BÃO,Đà Nẵng: Hòa VangVĩnh Long: Bình Minh,Không có,14000000,16000000
Nhân Viên Quản Trị Dự Án,CÔNG TY CỔ PHẦN VSI,Hà Nội: Cầu Giấy,"Quản lý thời gian, Quản Lý Ngân Sách, Quản Lý Rủi Ro",20000000,35000000
Thực Tập Sinh Thiết Kế Kịch Bản Game,CÔNG TY CỔ PHẦN TRÒ CHƠI GIÁO DỤC VIỆT,Hà Nội: Cầu Giấy,"Viết Kịch Bản, Hiểu Biết Về Game, Kể Chuyện",7800000,13000000
IT Comtor,Công ty Cổ phần GEM,Hà Nội: Cầu GiấyHồ Chí Minh: Bình Thạnh,"Tiếng Hàn (thành Thạo), Kỹ Năng Dịch Thuật (hàn Việt, Việt Hàn), Kiến Thức Về It (cơ Bản)",20000000,30000000
Tester,CÔNG TY TNHH GEMCOMMERCE,Hà Nội: Thanh Xuân,"Kiểm thử phần mềm, phân tích yêu cầu, Viết Test Case",20000000,30000000
IT Comtor,CÔNG TY TNHH ZINZA TECHNOLOGY,Hà Nội: Cầu Giấy,Tiếng Nhật N2 - N1,15000000,25000000
Game Designer Senior,Công ty Cổ phần Gapu,Hà Nội,"Quản Lý Dự Án, Thiết Kế Game, Lập Trình Game (ít Nhất 1 Ngôn Ngữ)",25000000,30000000
Trợ Lý Ứng Dụng AI,Trung Tâm Ngoại Ngữ Binggo Leaders,Hà Nội: Cầu Giấy,"Phân Tích Nghiệp Vụ (business Analysis), Phân Tích Yêu Cầu (requirements Analysis), Quản Lý Dự Án (project Management)",15000000,25000000
Trưởng Phòng Bảo Trì Hệ Thống,"FOXLINK VIETNAM CO., LTD",Hồ Chí Minh: Quận 7,"It, microsoft, Kiến Thức Sâu Về Hệ Thống Mes Sfcs (ví Dụ: Rockwell, Siemens, Wonderware)",22000000,28000000
Business Analyst Mảng IT,Công ty TNHH Fetek Việt Nam,Hà Nội: Cầu Giấy,"Quản Lý Dự Án, Viết tài liệu, Giao tiếp hiệu quả",10000000,20000000
Smart Contract Developer,CÔNG TY TNHH ZINZA TECHNOLOGY,Hà Nội: Cầu Giấy,"Solidity, Ethereum, Smart Contract Development",25000000,40000000
Kỹ Thuật Viên Triển Khai,Công ty Cổ phần Công nghệ Tiên Phát - VP Đà Nẵng,Đà Nẵng: Hải Châu,"MCSA, CCNA, Viễn Thông",0,2000000
Thiết Kế Game,VPĐD Công ty Cổ phần Trực tuyến GOSU,Hồ Chí Minh: Tân Bình,"Thiết Kế Game 2d 3d, Hiểu Biết Về Game Design Document (gdd), Sử Dụng Engine Game (unity, Unreal Engine, Godot, V.v.)",8000000,12000000
Nhân Viên Kỹ Thuật,Công ty TNHH Công Nghệ INFO Việt Nam,"Hải Phòng: Hồng Bàng, An Dương","Làm việc nhóm, Giải quyết vấn đề, Khắc phục sự cố",10000000,15000000
.Net Developer,CÔNG TY CỔ PHẦN PARALINE SOFTWARE,Hà Nội: Đống Đa,"C#, Object Oriented Programming (oop), .net Framework Core",18000000,25000000
Junior Service Engineer,Công Ty TNHH Avepoint Việt Nam,Đà Nẵng: Thanh Khê,Không có,0,2000000
Junior Security Engineer,Công Ty TNHH Avepoint Việt Nam,Hà Nội: Thanh Xuân,"Kỹ năng làm việc nhóm, Hiểu Biết Về Hệ Điều Hành Linux Windows, Kiến Thức Cơ Bản Về Mạng Máy Tính (tcp Ip, Routing, Switching)",0,2000000
Fullstack Web Developer,CÔNG TY TNHH MUMESOFT INNOVATION,Hà Nội: Nam Từ Liêm,Không có,0,2000000
Fullstack Developer,CÔNG TY TNHH MUMESOFT INNOVATION,Hà Nội: Nam Từ Liêm,"API RESTful, Html, Css, Sql Và Cơ Sở Dữ Liệu Quan Hệ (mysql, Postgresql)",0,2000000
MANUAL TESTER,CÔNG TY TRÁCH NHIỆM HỮU HẠN MỘT THÀNH VIÊN THƯƠNG MẠI & DỊCH VỤ FASTCODING VIỆT NAM,Đà Nẵng: Sơn Trà,"Kỹ Năng Báo Cáo Lỗi (bug Reporting), Kiến Thức Về Kiểm Thử Phần Mềm, Kỹ Năng Viết Test Case",8000000,10000000
BrSE Tiếng Nhật,CÔNG TY TNHH MUMESOFT INNOVATION,Hà Nội: Nam Từ Liêm,"Làm Việc Độc Lập Và Nhóm, Hiểu Biết Về Văn Hóa Nhật Bản, Kỹ Năng Dịch Thuật (nhật Việt, Việt Nhật)",0,2000000
Tester Tiếng Nhật,CÔNG TY TNHH MUMESOFT INNOVATION,Hà Nội: Nam Từ Liêm,"Kỹ Năng Viết Testcase, Kiến Thức Về Quy Trình Kiểm Thử Phần Mềm, Ngôn Ngữ Nhật Bản (n3 Trở Lên)",0,2000000
Giảng Viên Công Nghệ Thông Tin,Phân hiệu Trường Đại học FPT tại thành phố Hồ Chí Minh,Bà Rịa-Vũng Tàu: TP Bà Rịa,"Kỹ Năng Giảng Dạy Và Truyền Đạt Kiến Thức, Khả Năng Soạn Thảo Giáo Trình Và Bài Giảng, Kỹ Năng Sử Dụng Công Nghệ Hỗ Trợ Giảng Dạy",0,2000000
Nhân Viên Quản Trị Hệ Thống An Ninh Mạng,CÔNG TY TNHH KHÓA HUY HOÀNG,Hà Nội: Mê Linh,Không có,18000000,22000000
Cloud Migration & Modernization Specialists,2NF Software,Hà Nội: Cầu Giấy,"Cloud Computing, Devops, Automation",0,2000000
Cloud Administrators / Operations Engineers,2NF Software,Hà Nội: Cầu Giấy,"Networking (tcp Ip, Dns, Routing), Cloud Computing (aws, Azure, Gcp), Scripting (python, Bash, Powershell)",0,78000000
Nhân Viên IT Helpdesk,CÔNG TY CỔ PHẦN NHỰA HOA SEN,Bình Định: An Nhơn,"Mạng máy tính, Khắc Phục Sự Cố Máy Tính, Phần Cứng Máy Tính",0,2000000
Process Quality Assurance,Công Ty TNHH LG CNS VIỆT NAM,Hà Nội: Nam Từ Liêm,"Kiến Thức Về Quy Trình Phát Triển Phần Mềm, Kỹ Năng Phân Tích Và Đánh Giá Quy Trình, Kỹ năng giao tiếp",0,2000000
IT Project Manager,CÔNG TY TNHH TIMIND,Hà Nội: Thanh Xuân,Không có,35000000,45000000
Chuyên Viên Kiểm Thử Phần Mềm,CÔNG TY TNHH VETC DIGITAL,Hà Nội: Nam Từ Liêm,"Kiến Thức Về Kiểm Thử Phần Mềm, Kỹ Năng Phân Tích Yêu Cầu, Kỹ Năng Viết Test Case",0,26000000
Junior Network Engineer,IPTP NETWORKS,Đà Nẵng: Hải ChâuHồ Chí Minh: Bình Thạnh,"CCNA, Intermedidate English, Networking",0,2000000
Quản Lý Dự Án,CÔNG TY CỔ PHẦN TRUYỀN THÔNG VÀ MARKETING VCENMEDIA,Hà Nội: Cầu Giấy,"Quản lý thời gian, Giao tiếp, Quản Lý Ngân Sách",15000000,30000000
AI Researcher,CÔNG TY TNHH QUẢNG CÁO VÀ CÔNG NGHỆ TRUYỀN THÔNG QUỐC TẾ LEARNING CHAIN,Hồ Chí Minh: Thủ Đức,"thống kê, Xử Lý Ngôn Ngữ Tự Nhiên (nlp), Học Máy (machine Learning)",12000000,25000000
Java Developer,Viettel Digital,Hà Nội: Nam Từ Liêm,"Java, MySQL, Oracle",0,2000000
Product Owner,Viettel Digital,Hà Nội: Nam Từ Liêm,"Phân Tích Nghiệp Vụ, Quản Lý Sản Phẩm, Thu Thập Và Phân Tích Yêu Cầu",0,2000000
Technical Lead,CÔNG TY TNHH THƯƠNG MẠI & DỊCH VỤ TECHNOLOGY ORBIT,Hồ Chí Minh: Gò Vấp,"Quản Lý Dự Án, Thiết Kế Hệ Thống, phân tích yêu cầu",26000000,52000000
IT Executive,CÔNG TY CỔ PHẦN TƯ VẤN ỨNG DỤNG NGHIÊN CỨU THỊ TRƯỜNG ĐÔNG DƯƠNG,Hồ Chí Minh: Bình Thạnh,"Linux/Microsoft, Kiến Thức Về Công Nghệ Thông Tin",0,2000000
Kỹ Thuật Sửa Chữa,CÔNG TY TNHH SMYOU,Hồ Chí Minh: Quận 12,"Kỹ Năng Chẩn Đoán Lỗi, Kiến Thức Về Máy Photocopy, Kỹ Năng Sử Dụng Công Cụ Sửa Chữa",10000000,15000000
