Job_Name,Salary_Range,Company,Location,Required_Skills,Updated_Time,Detail_Link
Chuyên Viên Hỗ Trợ Người Dùng IT Helpdesk,8 - 10 triệu,Công ty TNHH Thời Trang Quốc Tế Savani,Thanh Hoá: TP Thanh Hoá,"IT Helpdesk, IT Support",1 tuần trước,https://www.topcv.vn/viec-lam/chuyen-vien-ho-tro-nguoi-dung-it-helpdesk/1327591.html?ta_source=ITJobs_LinkDetail
Thực Tập Sinh Đảm Bảo Chất Lượng Dự Án (PQA),Thoả thuận,FPT IS,Hồ Chí Minh: Quận 7,Kiến Thức Về Quy Trình Kiểm Thử,1 tuần trước,https://www.topcv.vn/brand/fptis/tuyen-dung/thuc-tap-sinh-dam-bao-chat-luong-du-an-pqa-j1287597.html?ta_source=ITJobs_LinkDetail
.Net Developer,22 - 35 triệu,Công ty Cổ phần viễn thông FPT,Hồ Chí Minh: Quận 7,"C#, SQL Server, .net Framework Core",1 tuần trước,https://www.topcv.vn/viec-lam/net-developer/1902865.html?ta_source=ITJobs_LinkDetail
AI Edge Engineer,Thoả thuận,Công ty Cổ phần viễn thông FPT,Hồ Chí Minh: Quận 7,"Computer Vision, Machine Learning",1 tuần trước,https://www.topcv.vn/viec-lam/ai-edge-engineer/1902938.html?ta_source=ITJobs_LinkDetail
Product Owner (Không Yêu Cầu Kinh Nghiệm),8 - 12 triệu,Apero Technologies Group,Hà Nội: Thanh Xuân,"Giao tiếp, Lắng Nghe, Phân tích",1 tuần trước,https://www.topcv.vn/viec-lam/product-owner-khong-yeu-cau-kinh-nghiem/1903127.html?ta_source=ITJobs_LinkDetail
Junior Game 2D Artist,12 - 20 triệu,Apero Technologies Group,Hà Nội,"Vẽ Tay, Thiết Kế UI UX, Thiết Kế Nhân Vật",1 tuần trước,https://www.topcv.vn/viec-lam/junior-game-2d-artist/1902951.html?ta_source=ITJobs_LinkDetail
Trưởng Nhóm Kiểm Thử Phần Mềm (Dự Án Chính Phủ),Thoả thuận,FPT IS,Hà Nội: Cầu Giấy,"Quản lý nhóm, phân tích yêu cầu, Kiểm thử phần mềm",1 tuần trước,https://www.topcv.vn/brand/fptis/tuyen-dung/truong-nhom-kiem-thu-phan-mem-du-an-chinh-phu-j1902579.html?ta_source=ITJobs_LinkDetail
Trưởng Nhóm Phân Tích Nghiệp Vụ (Dự Án Chính Phủ),Thoả thuận,FPT IS,Hà Nội: Cầu Giấy,"Phân tích dữ liệu, Phân Tích Nghiệp Vụ, Thu Thập Yêu Cầu",1 tuần trước,https://www.topcv.vn/brand/fptis/tuyen-dung/truong-nhom-phan-tich-nghiep-vu-du-an-chinh-phu-j1902582.html?ta_source=ITJobs_LinkDetail
Senior Product Owner,40 - 70 triệu,TỔNG CÔNG TY CỔ PHẦN BƯU CHÍNH VIETTEL,Hà Nội: Cầu Giấy,"Communication, Stakeholder Management, Agile Methodologies",1 tuần trước,https://www.topcv.vn/viec-lam/senior-product-owner/1902401.html?ta_source=ITJobs_LinkDetail
DevOps Engineer,Thoả thuận,Công ty Cổ phần viễn thông FPT,Hà Nội: Cầu Giấy,"Linux System Administration, Cloud Computing (aws, Azure, Gcp), Containerization (docker, Kubernetes)",1 tuần trước,https://www.topcv.vn/viec-lam/devops-engineer/1902584.html?ta_source=ITJobs_LinkDetail
Software Architect,Thoả thuận,FPT IS,Hà Nội: Cầu Giấy,"Cloud Computing, Data Modeling, Api Design",1 tuần trước,https://www.topcv.vn/brand/fptis/tuyen-dung/software-architect-j1855332.html?ta_source=ITJobs_LinkDetail
"Senior Software Engineer (Java, Angular) Upto 50M",30 - 50 triệu,CÔNG TY TNHH CNV HOLDINGS,Hồ Chí Minh: Phú Nhuận,"Java, Angular, Spring Framework",1 tuần trước,https://www.topcv.vn/viec-lam/senior-software-engineer-java-angular-upto-50m/1855499.html?ta_source=ITJobs_LinkDetail
Kỹ Sư Phần Mềm Nhúng - Senior,Thoả thuận,VNPT Technology - Công ty Cổ phần Công nghệ Công nghiệp Bưu chính viễn thông,Hà Nội: Cầu Giấy,N/A,1 tuần trước,https://www.topcv.vn/viec-lam/ky-su-phan-mem-nhung-senior/1884101.html?ta_source=ITJobs_LinkDetail
DevOps Engineer,25 - 45 triệu,CÔNG TY CỔ PHẦN JARVIS GLOBAL,Hà Nội: Cầu Giấy,"Linux System Administration, Cloud Computing (aws, Azure, Gcp), Containerization (docker, Kubernetes)",1 tuần trước,https://www.topcv.vn/viec-lam/devops-engineer/1884711.html?ta_source=ITJobs_LinkDetail
Data /MLops Engineer - Salary Upto 30M,Tới 30 triệu,CÔNG TY CỔ PHẦN CÔNG NGHỆ UPP TOÀN CẦU,Hà Nội: Cầu Giấy,"AI, Tiếng Anh giao tiếp, Big Data",1 tuần trước,https://www.topcv.vn/viec-lam/data-mlops-engineer-salary-upto-30m/1501256.html?ta_source=ITJobs_LinkDetail
AI & Automation Specialist (AI Engineer),15 - 20 triệu,Công ty Cổ phần SEONGON Thịnh Vượng,Hà Nội: Đống Đa,"Python, Machine Learning, Deep learning",1 tuần trước,https://www.topcv.vn/viec-lam/ai-automation-specialist-ai-engineer/1885169.html?ta_source=ITJobs_LinkDetail
Business Analyst (Finance/ Banking),Thoả thuận,FPT IS,Hà Nội: Cầu Giấy,"Phân Tích Nghiệp Vụ, Phân Tích Tài Chính, Quản Lý Yêu Cầu",1 tuần trước,https://www.topcv.vn/brand/fptis/tuyen-dung/business-analyst-finance-banking-j1885233.html?ta_source=ITJobs_LinkDetail
IT Project Manager - Lương Hấp Dẫn Từ 30M+++,Từ 30 triệu,CÔNG TY CỔ PHẦN FUTURE CONNECT,Hà Nội: Thanh Xuân,N/A,1 tuần trước,https://www.topcv.vn/viec-lam/it-project-manager-luong-hap-dan-tu-30m/1884305.html?ta_source=ITJobs_LinkDetail
Nhân Viên Manual Tester - Thu Nhập Upto 20 Triệu - 1 Năm Kinh Nghiệm,10 - 20 triệu,Công Ty TNHH Tester Việt,Hà Nội: Ba Đình,N/A,1 tuần trước,https://www.topcv.vn/viec-lam/nhan-vien-manual-tester-thu-nhap-upto-20-trieu-1-nam-kinh-nghiem/1827304.html?ta_source=ITJobs_LinkDetail
Nhân Viên IT - Lương Đến 18 Triệu,16 - 18 triệu,Công ty Cổ phần Thú y xanh Việt Nam,Hà Nội: Gia Lâm,"Khả Năng Giải Quyết Sự Cố, Kỹ năng giao tiếp, Kiến Thức Về Cơ Sở Dữ Liệu (sql, Nosql)",1 tuần trước,https://www.topcv.vn/viec-lam/nhan-vien-it-luong-den-18-trieu/1883811.html?ta_source=ITJobs_LinkDetail
Business Analyst,15 - 30 triệu,CÔNG TY CỔ PHẦN GIẢI PHÁP CÔNG NGHỆ CARO,Hà Nội: Thanh Xuân,"Quản Lý Dự Án, phân tích yêu cầu, Viết tài liệu",1 tuần trước,https://www.topcv.vn/viec-lam/business-analyst/1884483.html?ta_source=ITJobs_LinkDetail
Lập Trình Viên NESTJS,10 - 20 triệu,Công ty cổ phần giải pháp MKT,Hà Nội: Thanh Xuân,"TypeScript, Node.js, Nestjs Framework",1 tuần trước,https://www.topcv.vn/viec-lam/lap-trinh-vien-nestjs/1884889.html?ta_source=ITJobs_LinkDetail
Chuyên Viên Phân Tích Nghiệp Vụ/Business Analyst (BA) Thu Nhập Upto 25M,Tới 25 triệu,Công ty Cổ phần Tập đoàn Song Nam,Hà Nội: Cầu Giấy,"Giao tiếp, Phân tích dữ liệu, Phân Tích Nghiệp Vụ",1 tuần trước,https://www.topcv.vn/viec-lam/chuyen-vien-phan-tich-nghiep-vu-business-analyst-ba-thu-nhap-upto-25m/1884964.html?ta_source=ITJobs_LinkDetail
.Net Developer,25 - 30 triệu,Tập Đoàn Novaon,Hà Nội: Cầu Giấy,".net Framework Core, C#, Asp.net (mvc Web Api)",1 tuần trước,https://www.topcv.vn/viec-lam/net-developer/1884939.html?ta_source=ITJobs_LinkDetail
"Lập Trình Viên Front End (Front End Developer) - Thu Nhập Cao 35 Triệu, Làm Ngay Tại Quận 10",20 - 35 triệu,CÔNG TY CỔ PHẦN ĐT & PT LIA BEAUTY,Hồ Chí Minh: Quận 10,"React Native, ReactJS, Kiến Trúc Ứng Dụng Mobile",1 tuần trước,https://www.topcv.vn/viec-lam/lap-trinh-vien-front-end-front-end-developer-thu-nhap-cao-35-trieu-lam-ngay-tai-quan-10/1893843.html?ta_source=ITJobs_LinkDetail
"Frontend Developer (TypeScript, NextJS)",Tới 18 triệu,SonatGame Studio,Hà Nội: Cầu Giấy,"CSS, HTML, TypeScript",1 tuần trước,https://www.topcv.vn/viec-lam/frontend-developer-typescript-nextjs/1845512.html?ta_source=ITJobs_LinkDetail
Nhân Viên IT Quản Trị Website,10 - 18 triệu,CÔNG TY CỔ PHẦN KỸ THUẬT TỰ ĐỘNG SONG NGUYÊN,Hồ Chí Minh: Tân Phú,"Javascript, Quản Trị Website, HTML/CSS",1 tuần trước,https://www.topcv.vn/viec-lam/nhan-vien-it-quan-tri-website/1883577.html?ta_source=ITJobs_LinkDetail
Lập Trình Fullstack,Thoả thuận,CÔNG TY CỔ PHẦN CÔNG NGHỆ INFOSYS VIỆT NAM,Hà Nội: Nam Từ Liêm,"HTML/CSS, Javascript, Backend Framework (node.js, Python Django, Ruby On Rails, Php Laravel, .net)",1 tuần trước,https://www.topcv.vn/viec-lam/lap-trinh-fullstack/1902502.html?ta_source=ITJobs_LinkDetail
SOC Analyst,10 - 14 triệu,CÔNG TY TNHH An Ninh An toàn Thông tin CMC,Hà Nội: Cầu Giấy,N/A,1 tuần trước,https://www.topcv.vn/viec-lam/soc-analyst/1319076.html?ta_source=ITJobs_LinkDetail
Android Developer,Thoả thuận,Zitga studios,Hà Nội: Thanh Xuân,"Android SDK, Java/Kotlin, Android studio",1 tuần trước,https://www.topcv.vn/viec-lam/android-developer/1902239.html?ta_source=ITJobs_LinkDetail
Software Engineer (Python/Backend) - Đi Làm Ngay Tại Bình Dương,Thoả thuận,Công ty Tnhh Tribeco Bình Dương,Bình Dương: Thuận An,N/A,1 tuần trước,https://www.topcv.vn/viec-lam/software-engineer-python-backend-di-lam-ngay-tai-binh-duong/1893772.html?ta_source=ITJobs_LinkDetail
"Technical Leader ( Nodejs, Reactjs)",40 - 55 triệu,Công ty CP sáng tạo trẻ Việt Nam Miichisoft,Hà Nội: Tây Hồ,"JS, Nodejs Developer, ReactJS, NodeJS",1 tuần trước,https://www.topcv.vn/viec-lam/technical-leader-nodejs-reactjs/1861671.html?ta_source=ITJobs_LinkDetail
Chuyên Viên Phát Triển Phần Mềm – AD,Thoả thuận,"Fubon Life Insurance (Vietnam) Co., Ltd",Hà Nội: Cầu Giấy,"Kiểm Soát Phiên Bản (git), Kiểm Thử Phần Mềm (unit Testing, Integration Testing), Lập Trình Hướng Đối Tượng (oop)",1 tuần trước,https://www.topcv.vn/viec-lam/chuyen-vien-phat-trien-phan-mem-ad/1733392.html?ta_source=ITJobs_LinkDetail
Game Designer,Thoả thuận,Zitga studios,Hà Nội: Thanh Xuân,"Làm việc nhóm, Tư duy logic, Thiết Kế Game",1 tuần trước,https://www.topcv.vn/viec-lam/game-designer/1851796.html?ta_source=ITJobs_LinkDetail
Nhân Viên Triển Khai Phần Mềm,10 - 20 triệu,CÔNG TY CỔ PHẦN CÔNG NGHỆ TRƯỜNG MINH THỊNH,Hà Nội: Nam Từ Liêm,"Giao tiếp, Kiến Thức Về Hệ Điều Hành (windows, Linux), Khắc Phục Sự Cố Phần Mềm",1 tuần trước,https://www.topcv.vn/viec-lam/nhan-vien-trien-khai-phan-mem/1899939.html?ta_source=ITJobs_LinkDetail
PHP Developer,Tới 15 triệu,CÔNG TY CỔ PHẦN PARALINE SOFTWARE,Hà Nội: Đống Đa,"Khả năng giải quyết vấn đề, Kiến Thức Về Lập Trình Hướng Đối Tượng (oop), Html, Css, Javascript",1 tuần trước,https://www.topcv.vn/viec-lam/php-developer/1730115.html?ta_source=ITJobs_LinkDetail
Backend Developer,Thoả thuận,Công ty TNHH ANDVINA,Đà Nẵng: Thanh Khê,"Kiến Trúc Phần Mềm, Thiết Kế Cơ Sở Dữ Liệu (sql, Nosql), Cấu Trúc Dữ Liệu Và Giải Thuật",1 tuần trước,https://www.topcv.vn/viec-lam/backend-developer/1901152.html?ta_source=ITJobs_LinkDetail
Data Scientist,Thoả thuận,"TECHVIFY SOFTWARE., JSC",Hà Nội: Thanh Xuân,"thống kê, Xử Lý Dữ Liệu, Khai Phá Dữ Liệu",1 tuần trước,https://www.topcv.vn/viec-lam/data-scientist/1902127.html?ta_source=ITJobs_LinkDetail
Trưởng Nhóm Nhập Liệu (Data Team Leader),10 - 15 triệu,Công ty TNHH IA- Data Tech Vietnam,Hồ Chí Minh: Thủ Đức,"Kỹ năng giao tiếp, Quản lý nhóm, Phân tích dữ liệu",1 tuần trước,https://www.topcv.vn/viec-lam/truong-nhom-nhap-lieu-data-team-leader/1753837.html?ta_source=ITJobs_LinkDetail
Chuyên Viên Phát Triển Và Tích Hợp Hệ Thống,Thoả thuận,Công ty Cổ phần Y khoa HANO,Hà Nội: Hai Bà Trưng,"Lập Trình, Phân Tích Thiết Kế Hệ Thống, Tích hợp hệ thống",1 tuần trước,https://www.topcv.vn/viec-lam/chuyen-vien-phat-trien-va-tich-hop-he-thong/1825022.html?ta_source=ITJobs_LinkDetail
Chuyên Viên Hạ Tầng IT,Thoả thuận,CÔNG TY CỔ PHẦN TRƯỜNG TIỂU HỌC – TRUNG HỌC CƠ SỞ - TRUNG HỌC PHỔ THÔNG QUỐC TẾ CANADA,Hồ Chí Minh: Quận 7,"Quản Trị Hệ Thống, Quản Trị Mạng, Ảo hoá",1 tuần trước,https://www.topcv.vn/viec-lam/chuyen-vien-ha-tang-it/1902003.html?ta_source=ITJobs_LinkDetail
Chuyên Viên Vận Hành Và Quản Trị Hệ Thống Mạng,15 - 20 triệu,CÔNG TY CỔ PHẦN TẬP ĐOÀN APEC GROUP,Hà Nội: Cầu Giấy,"Quản Trị Hệ Thống Mạng, TCP/IP, DNS",1 tuần trước,https://www.topcv.vn/viec-lam/chuyen-vien-van-hanh-va-quan-tri-he-thong-mang/1902497.html?ta_source=ITJobs_LinkDetail
Test Lead,Thoả thuận,Công ty cổ phần Synodus,Hà Nội: Cầu Giấy,"phân tích yêu cầu, Viết Testcase",1 tuần trước,https://www.topcv.vn/viec-lam/test-lead/1579635.html?ta_source=ITJobs_LinkDetail
Thực Tập Sinh Devops,2 - 6 triệu,CÔNG TY TNHH ZINZA TECHNOLOGY,Hà Nội: Cầu Giấy,"Kiến Thức Về Mạng Máy Tính, Kiến Thức Cơ Bản Về Linux, Kiến Thức Về Quản Lý Cấu Hình (configuration Management)",1 tuần trước,https://www.topcv.vn/viec-lam/thuc-tap-sinh-devops/1566324.html?ta_source=ITJobs_LinkDetail
Nhân Viên Hỗ Trợ Dự Án,10 - 15 triệu,Công ty Cổ phần Tập đoàn Công nghệ Thiên Hoàng,Hà Nội: Nam Từ Liêm,"Giao tiếp, Quản lý thời gian, Giải quyết vấn đề",1 tuần trước,https://www.topcv.vn/viec-lam/nhan-vien-ho-tro-du-an/1901948.html?ta_source=ITJobs_LinkDetail
3D Artist Intern,3 - 5 triệu,CÔNG TY CỔ PHẦN CÔNG NGHỆ VÀ GIẢI PHÁP NMB,Hà Nội: Cầu Giấy,"3D Max, Texturing, Uv Unwrapping",1 tuần trước,https://www.topcv.vn/viec-lam/3d-artist-intern/1792699.html?ta_source=ITJobs_LinkDetail
Cocos Creator Intern,4 - 6 triệu,CÔNG TY CỔ PHẦN CÔNG NGHỆ VÀ GIẢI PHÁP NMB,Hà Nội: Cầu Giấy,"Cocos2d-x, TypeScript",1 tuần trước,https://www.topcv.vn/viec-lam/cocos-creator-intern/1839980.html?ta_source=ITJobs_LinkDetail
QA Game,6 - 9 triệu,CÔNG TY CỔ PHẦN CÔNG NGHỆ VÀ GIẢI PHÁP NMB,Hà Nội: Cầu Giấy,"Kỹ Năng Phân Tích Yêu Cầu, Kiến Thức Về Quy Trình Kiểm Thử Phần Mềm, Kỹ Năng Viết Test Case",1 tuần trước,https://www.topcv.vn/viec-lam/qa-game/1854195.html?ta_source=ITJobs_LinkDetail
Android Engineer,Thoả thuận,Văn phòng đại diện Everfit Technologies Inc tại thành phố ĐàNẵng,Đà Nẵng: Hải Châu,"Android SDK, Java/Kotlin, Android studio",1 tuần trước,https://www.topcv.vn/viec-lam/android-engineer/1901812.html?ta_source=ITJobs_LinkDetail
Developer Unreal Engine,7 - 9 triệu,CÔNG TY CỔ PHẦN CÔNG NGHỆ VÀ GIẢI PHÁP NMB,Hà Nội: Cầu Giấy,"C++ Programming, Unreal Engine 5 (or 4 With Strong Understanding), Blueprint Visual Scripting",1 tuần trước,https://www.topcv.vn/viec-lam/developer-unreal-engine/1768844.html?ta_source=ITJobs_LinkDetail
IOS Engineer,Thoả thuận,Văn phòng đại diện Everfit Technologies Inc tại thành phố ĐàNẵng,Đà Nẵng: Hải Châu,"Swift-Objective-C, iOS SDK, XCode",1 tuần trước,https://www.topcv.vn/viec-lam/ios-engineer/1901825.html?ta_source=ITJobs_LinkDetail
Lập Trình Viên Java (Spring Boot),18 - 25 triệu,CÔNG TY CỔ PHẦN GIẢI PHÁP CÔNG NGHỆ VIỆT NAM,Hà Nội: Nam Từ Liêm,"Java, Spring Boot, RESTful API",1 tuần trước,https://www.topcv.vn/viec-lam/lap-trinh-vien-java-spring-boot/1901840.html?ta_source=ITJobs_LinkDetail
Fullstack Developer (NodeJS/ReactJS),Thoả thuận,Tập đoàn FPT,Hà Nội: Cầu Giấy,"CSS, HTML, Javascript",1 tuần trước,https://www.topcv.vn/viec-lam/fullstack-developer-nodejs-reactjs/1854247.html?ta_source=ITJobs_LinkDetail
Thực Tập Sinh Quản Trị Cơ Sở Dữ Liệu (Database Administrator Intern),Thoả thuận,CÔNG TY CỔ PHẦN DỊCH  VỤ CÔNG NGHỆ TIN HỌC HPT,Hồ Chí Minh: Thủ Đức,"SQL, Tư duy logic, Khả Năng Học Hỏi Nhanh",1 tuần trước,https://www.topcv.vn/viec-lam/thuc-tap-sinh-quan-tri-co-so-du-lieu-database-administrator-intern/1902176.html?ta_source=ITJobs_LinkDetail
Backend Developer Lead (Python/Nodejs) - TA185,Thoả thuận,Ngân Hàng TMCP Việt Nam Thịnh Vượng (VPBank),Hà Nội,"Python, Quản Lý Dự Án, Thiết Kế Hệ Thống",1 tuần trước,https://www.topcv.vn/brand/vpbank/tuyen-dung/backend-developer-lead-python-nodejs-ta185-j1901088.html?ta_source=ITJobs_LinkDetail
IT Staff,9 - 11 triệu,công ty TNHH Mirei,Hồ Chí Minh: Tân Bình,"Giải quyết vấn đề, Tư duy logic, Kiến Thức Về Phần Cứng Và Phần Mềm",1 tuần trước,https://www.topcv.vn/viec-lam/it-staff/1901615.html?ta_source=ITJobs_LinkDetail
Senior .Net Developer,20 - 25 triệu,Công ty cổ phần Ecoit,Hà Nội: Thanh Xuân,N/A,1 tuần trước,https://www.topcv.vn/viec-lam/senior-net-developer/1069559.html?ta_source=ITJobs_LinkDetail
Nhân Viên Phân Tích Nghiệp Vụ,14 - 26 triệu,CÔNG TY TNHH Công nghệ và Thương mại LIFESUP,Hà Nội: Cầu Giấy,"Phân Tích Nghiệp Vụ, Thu Thập Yêu Cầu, Mô Hình Hóa Quy Trình",1 tuần trước,https://www.topcv.vn/viec-lam/nhan-vien-phan-tich-nghiep-vu/1901642.html?ta_source=ITJobs_LinkDetail
Nhân Viên Kỹ Thuật Service Desk L2,13 - 18 triệu,Công ty Cổ phần viễn thông FPT,Hồ Chí Minh: Quận 7,N/A,1 tuần trước,https://www.topcv.vn/viec-lam/nhan-vien-ky-thuat-service-desk-l2/1899267.html?ta_source=ITJobs_LinkDetail
Kỹ Sư Phần Mềm- Nhân Viên IT (Khu Công Nghệ Cao Hòa Lạc),15 - 20 triệu,Công ty Cổ phần Thương mại Kỹ thuật Hải Anh,Hà Nội: Thạch Thất,N/A,1 tuần trước,https://www.topcv.vn/viec-lam/ky-su-phan-mem-nhan-vien-it-khu-cong-nghe-cao-hoa-lac/1892936.html?ta_source=ITJobs_LinkDetail
Data Science Intern,3 - 10 triệu,CÔNG TY CỔ PHẦN ĐẦU TƯ FINPROS,Hà Nội: Bắc Từ LiêmHồ Chí Minh: Quận 1,"SQL, Phân tích dữ liệu, Trực quan hóa dữ liệu",1 tuần trước,https://www.topcv.vn/viec-lam/data-science-intern/1115037.html?ta_source=ITJobs_LinkDetail
Data Engineer,Thoả thuận,Văn phòng đại diện Everfit Technologies Inc tại thành phố ĐàNẵng,Đà Nẵng: Hải Châu,"Python, SQL, ETL",1 tuần trước,https://www.topcv.vn/viec-lam/data-engineer/1861562.html?ta_source=ITJobs_LinkDetail
Data Scientist,Thoả thuận,Văn phòng đại diện Everfit Technologies Inc tại thành phố ĐàNẵng,Đà Nẵng: Hải Châu,"Xử Lý Dữ Liệu, thống kê, Deep learning",1 tuần trước,https://www.topcv.vn/viec-lam/data-scientist/1861626.html?ta_source=ITJobs_LinkDetail
Business Analyst (Middle),Thoả thuận,Viettel Software,Hà Nội: Cầu Giấy,N/A,1 tuần trước,https://www.topcv.vn/viec-lam/business-analyst-middle/1344651.html?ta_source=ITJobs_LinkDetail
Data Developer Expert - TA171,Thoả thuận,NGÂN HÀNG THƯƠNG MẠI CỔ PHẦN VIỆT NAM THỊNH VƯỢNG,Hà Nội: Đống Đa,"Oracle Bi Enterprise Edition (obiee), SQL, Python",1 tuần trước,https://www.topcv.vn/viec-lam/data-developer-expert-ta171/1902248.html?ta_source=ITJobs_LinkDetail
Nhân Viên Hỗ Trợ Khách Hàng,7 - 9 triệu,CÔNG TY CỔ PHẦN ỨNG DỤNG CÔNG NGHỆ VŨ HẢI,Hà Nội: Hai Bà Trưng,"Giao tiếp, Lắng Nghe, Giải quyết vấn đề",1 tuần trước,https://www.topcv.vn/viec-lam/nhan-vien-ho-tro-khach-hang/1901468.html?ta_source=ITJobs_LinkDetail
IT Specialist/ Supervisor,20 - 25 triệu,Công ty CP & DV Giao hàng nhanh,Hà Nội: Long Biên,"Quản lý nhóm, Quản Lý Dự Án, Hỗ Trợ Kỹ Thuật",1 tuần trước,https://www.topcv.vn/viec-lam/it-specialist-supervisor/1901482.html?ta_source=ITJobs_LinkDetail
Chuyên Viên IT,12 - 18 triệu,Công ty CP Ecohealth Việt Nam,Hà Nội: Hoàng Mai,"Giải quyết vấn đề, Kiến Thức Về Phần Cứng Và Phần Mềm, Khả Năng Làm Việc Độc Lập",1 tuần trước,https://www.topcv.vn/viec-lam/chuyen-vien-it/1901425.html?ta_source=ITJobs_LinkDetail
Brse - Kỹ Sư Cầu Nối,30 - 60 triệu,Công ty CP sáng tạo trẻ Việt Nam Miichisoft,Hà Nội: Tây Hồ,Tiếng Nhật,1 tuần trước,https://www.topcv.vn/viec-lam/brse-ky-su-cau-noi/1031310.html?ta_source=ITJobs_LinkDetail
Thực Tập Sinh IT,Thoả thuận,Công ty Cổ phần Đầu Tư K&G Việt Nam,"Hồ Chí Minh: Quận 5, Phú Nhuận","Kiến Thức Cơ Bản Về Lập Trình, Khả Năng Học Hỏi Nhanh, Tư duy logic",1 tuần trước,https://www.topcv.vn/viec-lam/thuc-tap-sinh-it/1901354.html?ta_source=ITJobs_LinkDetail
Fullstack JS (Sharepoint),20 - 27 triệu,Công ty Cổ phần Công nghệ Alphaway,Hà Nội: Hai Bà Trưng,"Javascript, REST API, Node.js",1 tuần trước,https://www.topcv.vn/viec-lam/fullstack-js-sharepoint/1901374.html?ta_source=ITJobs_LinkDetail
Project Coordinator,Thoả thuận,Công Ty SmartOSC,Hà Nội,"Giao tiếp, Lập Kế Hoạch, Quản Lý Dự Án",1 tuần trước,https://www.topcv.vn/viec-lam/project-coordinator/1854935.html?ta_source=ITJobs_LinkDetail
Kỹ Sư Cầu Nối BrSE (Tech/NonTech) - Bonus Hấp Dẫn,Tới 60 triệu,Newwave Solutions JSC,Hà Nội: Cầu Giấy,"Làm việc nhóm, Giao tiếp, Quản Lý Dự Án",1 tuần trước,https://www.topcv.vn/viec-lam/ky-su-cau-noi-brse-tech-nontech-bonus-hap-dan/1854689.html?ta_source=ITJobs_LinkDetail
IOS Developer (Banking),20 - 27 triệu,Công ty Cổ phần Công nghệ Alphaway,Hà Nội: Hai Bà Trưng,"Swift-Objective-C, iOS SDK, XCode",1 tuần trước,https://www.topcv.vn/viec-lam/ios-developer-banking/1901294.html?ta_source=ITJobs_LinkDetail
