Job_Name,Salary_Range,Company,Location,Required_Skills,Updated_Time,Detail_Link
Product Owner / Business Systems (Full-Time),35 - 40 triệu,Công ty Cổ phần Công nghệ Prep,Hà Nội: Đống Đa,"Agile/Scrum, Product Roadmap Development, Product Backlog Management",1 tuần trước,https://www.topcv.vn/viec-lam/product-owner-business-systems-full-time/1895048.html?ta_source=ITJobs_LinkDetail
Intern Game Design,1 - 3 triệu,CÔNG TY CỔ PHẦN BLACKGEMS GLOBAL,Hà Nội: Cầu Giấy,"Làm việc nhóm, Khả năng giao tiếp tốt, Khả Năng Học Hỏi Nhanh",1 tuần trước,https://www.topcv.vn/viec-lam/intern-game-design/1699007.html?ta_source=ITJobs_LinkDetail
Data Engineer (Kỹ Sư Dữ Liệu),Tới 30 triệu,EDUPIA,Hà Nội: Thanh Xuân,"Lập Trình (python, Java, Scala), SQL, Etl (extract, Transform, Load)",1 tuần trước,https://www.topcv.vn/brand/educa/tuyen-dung/data-engineer-ky-su-du-lieu-j1885454.html?ta_source=ITJobs_LinkDetail
3D Rigging Artist (Lương 25tr - 45tr) Tại Hồ Chí Minh - Yêu Cầu Bắt Buộc Nộp Portfolio,25 - 45 triệu,CÔNG TY TNHH VLAST VIỆT NAM,Hồ Chí Minh: Quận 5,N/A,1 tuần trước,https://www.topcv.vn/viec-lam/3d-rigging-artist-luong-25tr-45tr-tai-ho-chi-minh-yeu-cau-bat-buoc-nop-portfolio/1736983.html?ta_source=ITJobs_LinkDetail
Business Analyst (Tiếng Nhật),Thoả thuận,FPT IS,Hồ Chí Minh: Quận 2,"Phân Tích Nghiệp Vụ, Tiếng Nhật (n1 N2)",1 tuần trước,https://www.topcv.vn/brand/fptis/tuyen-dung/business-analyst-tieng-nhat-j1838881.html?ta_source=ITJobs_LinkDetail
Embedded Software Engineer (1 Year Contractor),Thoả thuận,CÔNG TY TNHH BOSCH GLOBAL SOFTWARE TECHNOLOGIES,Hồ Chí Minh: Tân Bình,"Debugging, Embedded Systems",1 tuần trước,https://www.topcv.vn/viec-lam/embedded-software-engineer-1-year-contractor/1886733.html?ta_source=ITJobs_LinkDetail
Chuyên Viên Phân Tích Nghiệp Vụ (BA/PO)- Domain Bank,15 - 30 triệu,Công Ty Cổ Phần GoGroup,Hà Nội: Cầu Giấy,"Quản Lý Dự Án, Phân Tích Nghiệp Vụ, Thu Thập Và Phân Tích Yêu Cầu",1 tuần trước,https://www.topcv.vn/viec-lam/chuyen-vien-phan-tich-nghiep-vu-ba-po-domain-bank/1886869.html?ta_source=ITJobs_LinkDetail
Senior Full Stack JS Engineer,"900 - 2,100 USD",Công ty Cổ phần GEM,Hà Nội: Cầu GiấyHồ Chí Minh: Bình Thạnh,"Nestjs, React, Node.js",1 tuần trước,https://www.topcv.vn/viec-lam/senior-full-stack-js-engineer/1885249.html?ta_source=ITJobs_LinkDetail
Kỹ Sư Kiểm Thử Phần Mềm ( QA/ Tester),Thoả thuận,CÔNG TY TNHH MỘT THÀNH VIÊN AN NINH MẠNG VIETTEL,Hà Nội: Từ Liêm,"Kỹ Năng Phân Tích Yêu Cầu, Kiến Thức Về Kiểm Thử Phần Mềm, Kỹ Năng Viết Test Case",1 tuần trước,https://www.topcv.vn/viec-lam/ky-su-kiem-thu-phan-mem-qa-tester/1886559.html?ta_source=ITJobs_LinkDetail
Game Client Developer,15 - 25 triệu,CÔNG TY TNHH ULT VIỆT NAM,Hà Nội: Hà Đông,Công Nghệ Thông Tin,1 tuần trước,https://www.topcv.vn/viec-lam/game-client-developer/1885078.html?ta_source=ITJobs_LinkDetail
Frontend Developer - Thu Nhập Gross Upto 32 Triệu (Hỗ Trợ Ăn Trưa) Tại Hà Nội,22 - 32 triệu,Open Reach Tech Hanoi,Hà Nội: Cầu Giấy,"CSS, Git, HTML",1 tuần trước,https://www.topcv.vn/viec-lam/frontend-developer-thu-nhap-gross-upto-32-trieu-ho-tro-an-trua-tai-ha-noi/1885683.html?ta_source=ITJobs_LinkDetail
Lập Trình Viên Java Fullstack Đi Làm Ngay - Upto 32M,Tới 32 triệu,Công ty cổ phần phần mềm REVOTECH,Hà Nội: Cầu Giấy,"Java, Javascript, Spring Framework",1 tuần trước,https://www.topcv.vn/viec-lam/lap-trinh-vien-java-fullstack-di-lam-ngay-upto-32m/1272480.html?ta_source=ITJobs_LinkDetail
"[Middle, Senior] Mobile Developer  - (Flutter, React Native) - Khối Công Nghệ Thông Tin (HO25.397)",Thoả thuận,NGÂN HÀNG TMCP QUÂN ĐỘI – MBBANK,Hà Nội: Cầu Giấy,N/A,1 tuần trước,https://www.topcv.vn/brand/nganhangthuongmaicophanquandoi/tuyen-dung/middle-senior-mobile-developer-flutter-react-native-khoi-cong-nghe-thong-tin-ho25-397-j1887182.html?ta_source=ITJobs_LinkDetail
Fullstack Developer — Strong In Backend,Từ 25 triệu,CÔNG TY TNHH LUNA AI VN,Hồ Chí Minh,"Backend Development, Api Design And Development, Database Management (sql Or Nosql)",1 tuần trước,https://www.topcv.vn/viec-lam/fullstack-developer-strong-in-backend/1886928.html?ta_source=ITJobs_LinkDetail
Flutter Developer Kiêm Fullstack Developer - Thu Nhập Upto 18 Triệu (Thưởng Năng Suất Và Lợi Nhuận) Tại Hà Nội,12 - 18 triệu,CÔNG TY CỔ PHẦN THƯƠNG MẠI ĐIỆN TỬ BẢO KIM,Hà Nội: Thanh Xuân,N/A,1 tuần trước,https://www.topcv.vn/viec-lam/flutter-developer-kiem-fullstack-developer-thu-nhap-upto-18-trieu-thuong-nang-suat-va-loi-nhuan-tai-ha-noi/1885011.html?ta_source=ITJobs_LinkDetail
"Nhân Viên Phân Tích Nghiệp Vụ Công Nghệ Thông Tin (BA), Tối Thiểu Từ 2 Năm Kinh Nghiệm - Thu Nhập Upto 25 Triệu (Hỗ Trợ Ăn Trưa) Tại Hà Nội",15 - 25 triệu,Công ty cổ phần Đầu tư Bất động sản Hapulico,Hà Nội: Thanh Xuân,N/A,1 tuần trước,https://www.topcv.vn/viec-lam/nhan-vien-phan-tich-nghiep-vu-cong-nghe-thong-tin-ba-toi-thieu-tu-2-nam-kinh-nghiem-thu-nhap-upto-25-trieu-ho-tro-an-trua-tai-ha-noi/1885807.html?ta_source=ITJobs_LinkDetail
IT Application Support Intern,Thoả thuận,CÔNG TY TNHH BOSCH GLOBAL SOFTWARE TECHNOLOGIES,Hồ Chí Minh: Tân Bình,"SMT, Good at English, ITIL 4 Foundation",1 tuần trước,https://www.topcv.vn/viec-lam/it-application-support-intern/1885675.html?ta_source=ITJobs_LinkDetail
Flutter Developer,12 - 18 triệu,Wavez Technologies,Hà Nội: Nam Từ Liêm,"Git, Dart, REST APIs",1 tuần trước,https://www.topcv.vn/viec-lam/flutter-developer/1771950.html?ta_source=ITJobs_LinkDetail
Project Manager - Thu Nhập Hấp Dẫn,Thoả thuận,AMIGO,Hà Nội: Cầu Giấy,"Quản lý thời gian, Giao tiếp, Quản Lý Ngân Sách",1 tuần trước,https://www.topcv.vn/viec-lam/project-manager-thu-nhap-hap-dan/1886782.html?ta_source=ITJobs_LinkDetail
"Kỹ Sư Đảm Bảo Chất Lượng/ Fresher - Middle QA/ Tester - Tiếng Anh Tốt - Làm Việc Tại Hà Nội, Đà Nẵng - Thu Nhập Cao",Thoả thuận,Công Ty TNHH Avepoint Việt Nam,Đà Nẵng: Thanh KhêHà Nội: Thanh Xuân,"phân tích yêu cầu, Kiểm thử phần mềm, Viết Testcase",1 tuần trước,https://www.topcv.vn/viec-lam/ky-su-dam-bao-chat-luong-fresher-middle-qa-tester-tieng-anh-tot-lam-viec-tai-ha-noi-da-nang-thu-nhap-cao/1445229.html?ta_source=ITJobs_LinkDetail
"[Junior, Middle] Mobile Developer - (Flutter, React Native) - Khối Công Nghệ Thông Tin (HO25.396)",Thoả thuận,NGÂN HÀNG TMCP QUÂN ĐỘI – MBBANK,Hà Nội: Cầu Giấy,N/A,1 tuần trước,https://www.topcv.vn/brand/nganhangthuongmaicophanquandoi/tuyen-dung/junior-middle-mobile-developer-flutter-react-native-khoi-cong-nghe-thong-tin-ho25-396-j1887181.html?ta_source=ITJobs_LinkDetail
Nhân Viên Phân Tích Nghiệp Vụ Phần Mềm (BA IT) - Đi Làm Ngay - Thu Nhập 27 Triệu/ Tháng,Tới 27 triệu,Công ty cổ phần phần mềm REVOTECH,Hà Nội: Cầu Giấy,"Agile, UML, Thuyết trình",1 tuần trước,https://www.topcv.vn/viec-lam/nhan-vien-phan-tich-nghiep-vu-phan-mem-ba-it-di-lam-ngay-thu-nhap-27-trieu-thang/1050260.html?ta_source=ITJobs_LinkDetail
Manual Tester,12 - 22 triệu,Công ty cổ phần phần mềm ITSOL Holdings,Hà Nội: Cầu Giấy,"Kiến Thức Về Kiểm Thử Phần Mềm, Kỹ Năng Viết Test Case, Kỹ Năng Phân Tích Yêu Cầu",1 tuần trước,https://www.topcv.vn/viec-lam/manual-tester/1887027.html?ta_source=ITJobs_LinkDetail
Chuyên Viên IT Helpdesk/Support (Hồ Chí Minh),9 - 15 triệu,CÔNG TY CỔ PHẦN HỖ TRỢ DOANH NGHIỆP THÔNG MINH,Hồ Chí Minh,N/A,1 tuần trước,https://www.topcv.vn/viec-lam/chuyen-vien-it-helpdesk-support-ho-chi-minh/1886521.html?ta_source=ITJobs_LinkDetail
Front End Developer (ReactJS/ Angular),12 - 20 triệu,CÔNG TY CỔ PHẦN BUCA,Hà Nội: Từ Liêm,"Java, Spring Boot, Javascript",1 tuần trước,https://www.topcv.vn/viec-lam/front-end-developer-reactjs-angular/1886930.html?ta_source=ITJobs_LinkDetail
Junior Manual Tester,12 - 15 triệu,CÔNG TY CP CÔNG NGHỆ GIÁO DỤC TRƯỜNG HỌC TRỰC TUYẾN - ONSCHOOL,Hà Nội: Thanh Xuân,"Kỹ Năng Phân Tích Yêu Cầu, Kiến Thức Về Kiểm Thử Phần Mềm, Kỹ Năng Thực Hiện Test Case",1 tuần trước,https://www.topcv.vn/viec-lam/junior-manual-tester/1887195.html?ta_source=ITJobs_LinkDetail
Nhân Viên Tester (QA) - Từ 1 Năm Kinh Nghiệm,10 - 20 triệu,CÔNG TY CỔ PHẦN SMART - SOLUTIONS VIỆT NAM,Hà Nội: Thanh Xuân,"Kỹ năng giao tiếp, Kỹ Năng Phân Tích Yêu Cầu, Kiến Thức Về Kiểm Thử Phần Mềm",1 tuần trước,https://www.topcv.vn/viec-lam/nhan-vien-tester-qa-tu-1-nam-kinh-nghiem/1886549.html?ta_source=ITJobs_LinkDetail
Chuyên Viên IT (Có Kiến Thức Về AI),Thoả thuận,CÔNG TY TNHH HAI DI LAO VIET NAM HOLDINGS – CHI NHÁNH THÀNH PHỐ HỒ CHÍ MINH,Hồ Chí Minh,"Phân tích dữ liệu, Lập Trình, Giải quyết vấn đề",1 tuần trước,https://www.topcv.vn/viec-lam/chuyen-vien-it-co-kien-thuc-ve-ai/1886460.html?ta_source=ITJobs_LinkDetail
Nhân Viên Kỹ Thuật Triển Khai,15 - 25 triệu,CÔNG TY CỔ PHẦN LEGOTECH,Hà Nội: Nam Từ Liêm,"Triển Khai Hệ Thống, Khắc phục sự cố, Quản Lý Cấu Hình",1 tuần trước,https://www.topcv.vn/viec-lam/nhan-vien-ky-thuat-trien-khai/1904025.html?ta_source=ITJobs_LinkDetail
Project Manager (TTKDMN),Thoả thuận,Viettel Digital,Hồ Chí Minh: Phú Nhuận,"Quản lý thời gian, Quản Lý Dự Án, Quản Lý Ngân Sách",1 tuần trước,https://www.topcv.vn/viec-lam/project-manager-ttkdmn/1837771.html?ta_source=ITJobs_LinkDetail
Product Owner (AIO/Egift/HTKD),Thoả thuận,Viettel Digital,Hồ Chí Minh: Phú Nhuận,"Product management, Stakeholder Management, Requirements Gathering",1 tuần trước,https://www.topcv.vn/viec-lam/product-owner-aio-egift-htkd/1848769.html?ta_source=ITJobs_LinkDetail
AI Engineer,Thoả thuận,Viettel Digital,Hà Nội: Nam Từ Liêm,"Python, Lập Trình, Tableu",1 tuần trước,https://www.topcv.vn/viec-lam/ai-engineer/1401018.html?ta_source=ITJobs_LinkDetail
Lập Trình Backend (.NET),20 - 30 triệu,Công ty Cổ phẩn Thương mại Dược Vương,Hà Nội: Hoài Đức,"C#, RESTful API, .net Framework .net Core .net",1 tuần trước,https://www.topcv.vn/viec-lam/lap-trinh-backend-net/1903173.html?ta_source=ITJobs_LinkDetail
Data Scientist,Thoả thuận,"TECHVIFY SOFTWARE., JSC",Hà Nội: Thanh Xuân,"Xử Lý Dữ Liệu, thống kê, Deep learning",1 tuần trước,https://www.topcv.vn/viec-lam/data-scientist/1903091.html?ta_source=ITJobs_LinkDetail
PMO (Project Management Office),10 - 16 triệu,CÔNG TY TNHH CÔNG NGHỆ AMCOLAB,Hà Nội: Nam Từ Liêm,"Giao tiếp, Phân tích dữ liệu, Lập Kế Hoạch",1 tuần trước,https://www.topcv.vn/viec-lam/pmo-project-management-office/1903814.html?ta_source=ITJobs_LinkDetail
IT Intern,3 - 4 triệu,CÔNG TY CỔ PHẦN MAYCHA,Hồ Chí Minh: Quận 3,N/A,1 tuần trước,https://www.topcv.vn/viec-lam/it-intern/1396149.html?ta_source=ITJobs_LinkDetail
Web Developer,22 - 35 triệu,CÔNG TY TNHH DAOUKIWOOM INNOVATION,Hồ Chí Minh: Bình Thạnh,"CSS, Git, HTML",1 tuần trước,https://www.topcv.vn/viec-lam/web-developer/1735288.html?ta_source=ITJobs_LinkDetail
Backend Developer (Have Japanese),Thoả thuận,"TECHVIFY SOFTWARE., JSC",Hà Nội: Thanh XuânĐà Nẵng: Cẩm Lệ,"API RESTful, Kiến Trúc Phần Mềm, Cơ Sở Dữ Liệu (sql, Nosql)",1 tuần trước,https://www.topcv.vn/viec-lam/backend-developer-have-japanese/1709762.html?ta_source=ITJobs_LinkDetail
Frontend Developer (Have Japanese),Thoả thuận,"TECHVIFY SOFTWARE., JSC",Hà Nội: Thanh XuânĐà Nẵng: Cẩm Lệ,"CSS, Git, HTML",1 tuần trước,https://www.topcv.vn/viec-lam/frontend-developer-have-japanese/1709850.html?ta_source=ITJobs_LinkDetail
Concept Designer,11 - 14 triệu,CÔNG TY CỔ PHẦN TRUYỀN THÔNG VÀ GIẢI TRÍ HG MEDIA,Hà Nội: Thanh Xuân,"Mô Hình 3d (3d Modeling), Hiểu Biết Về Hình Thể Và Phối Cảnh (anatomy & Perspective), Tư Duy Thiết Kế (design Thinking)",1 tuần trước,https://www.topcv.vn/viec-lam/concept-designer/1717358.html?ta_source=ITJobs_LinkDetail
Nhân Viên Html Css,12 - 18 triệu,Công ty TNHH Embermax,Hà Nội,"HTML, CSS, Responsive Design",1 tuần trước,https://www.topcv.vn/viec-lam/nhan-vien-html-css/1903693.html?ta_source=ITJobs_LinkDetail
Dev Frontend,15 - 40 triệu,Công ty cp đầu tư và công nghệ gtek việt nam,Hà Nội: Thanh Xuân,React Native,1 tuần trước,https://www.topcv.vn/viec-lam/dev-frontend/1834250.html?ta_source=ITJobs_LinkDetail
Dev Backend,15 - 40 triệu,Công ty cp đầu tư và công nghệ gtek việt nam,Hà Nội: Thanh Xuân,"Kiểm Soát Phiên Bản (git), Thiết Kế Cơ Sở Dữ Liệu (sql, Nosql), Cấu Trúc Dữ Liệu Và Giải Thuật",1 tuần trước,https://www.topcv.vn/viec-lam/dev-backend/1834192.html?ta_source=ITJobs_LinkDetail
Scrum Master (Middle Level),"900 - 1,500 USD",CÔNG TY TNHH GEMCOMMERCE,Hà Nội: Thanh Xuân,"SCRUM, Agile, Lãnh đạo",1 tuần trước,https://www.topcv.vn/viec-lam/scrum-master-middle-level/1903598.html?ta_source=ITJobs_LinkDetail
Giám Đốc Công Nghệ Thông Tin IT,Thoả thuận,CÔNG TY TNHH NEWEB VIỆT NAM,Hà Nam: Duy Tiên,"Lãnh đạo, Quản Lý Dự Án, Quản Lý Đội Nhóm",1 tuần trước,https://www.topcv.vn/viec-lam/giam-doc-cong-nghe-thong-tin-it/1903985.html?ta_source=ITJobs_LinkDetail
Game Designer Intern (TTS),2 - 5 triệu,CÔNG TY CỔ PHẦN WEEGOON GLOBAL,Hà Nội: Cầu Giấy,"Tư duy sáng tạo, Kỹ Năng Thiết Kế Game, Hiểu Biết Về Các Thể Loại Game",1 tuần trước,https://www.topcv.vn/viec-lam/game-designer-intern-tts/1903426.html?ta_source=ITJobs_LinkDetail
Nodejs Developer,Thoả thuận,Văn phòng đại diện Everfit Technologies Inc tại thành phố ĐàNẵng,Đà Nẵng: Hải Châu,"Git, Javascript, Node.js",1 tuần trước,https://www.topcv.vn/viec-lam/nodejs-developer/1565288.html?ta_source=ITJobs_LinkDetail
"AI Engineer (NLP, LLM)",Thoả thuận,Văn phòng đại diện Everfit Technologies Inc tại thành phố ĐàNẵng,Đà Nẵng: Hải Châu,"Python, Machine Learning, Deep learning",1 tuần trước,https://www.topcv.vn/viec-lam/ai-engineer-nlp-llm/1567397.html?ta_source=ITJobs_LinkDetail
ReactJS Developer,Tới 25 triệu,CÔNG TY CỔ PHẦN PARALINE SOFTWARE,Hà Nội: Đống Đa,"Javascript, ReactJS, HTML",1 tuần trước,https://www.topcv.vn/viec-lam/reactjs-developer/1903411.html?ta_source=ITJobs_LinkDetail
Game Designer,Thoả thuận,CÔNG TY TNHH HOPPER VIỆT NAM,Hồ Chí Minh: Quận 3,"Designer, Game, UX/UI Design",1 tuần trước,https://www.topcv.vn/viec-lam/game-designer/1469188.html?ta_source=ITJobs_LinkDetail
Chuyên Viên Công Nghệ Thông Tin (AI & Automation),12 - 17 triệu,CÔNG TY TNHH AVE FACTORY,Đà Nẵng: Hải Châu,"Phân tích dữ liệu, Trí Tuệ Nhân Tạo (ai), Học Máy (machine Learning)",1 tuần trước,https://www.topcv.vn/viec-lam/chuyen-vien-cong-nghe-thong-tin-ai-automation/1796353.html?ta_source=ITJobs_LinkDetail
Trợ Lý Số & AI Cho CEO,7 - 10 triệu,CÔNG TY CỔ PHẦN KHOÁNG SẢN VẬT LIỆU Á CỘNG,Hồ Chí Minh: Quận 7,N/A,1 tuần trước,https://www.topcv.vn/viec-lam/tro-ly-so-ai-cho-ceo/1765376.html?ta_source=ITJobs_LinkDetail
System Engineer (Data Platform),15 - 30 triệu,CÔNG TY CỔ PHẦN CÔNG NGHỆ TRUYỀN THÔNG DTS,Hà Nội: Hoàn Kiếm,"Linux System Administration, Cloud Computing (aws, Azure, Gcp), Containerization (docker, Kubernetes)",1 tuần trước,https://www.topcv.vn/viec-lam/system-engineer-data-platform/1902068.html?ta_source=ITJobs_LinkDetail
IT Support,13 - 15 triệu,Công ty Cổ Phần Chăn Nuôi C.P. Việt Nam,Đồng Nai: Biên Hoà,"Khả năng giải quyết vấn đề, Khắc Phục Sự Cố Máy Tính, Hỗ Trợ Người Dùng",1 tuần trước,https://www.topcv.vn/viec-lam/it-support/1391349.html?ta_source=ITJobs_LinkDetail
2D Game Artist,Thoả thuận,CÔNG TY TNHH HOPPER VIỆT NAM,Hồ Chí Minh: Quận 3,"3D Artist, 2D Animation, Character Design",1 tuần trước,https://www.topcv.vn/viec-lam/2d-game-artist/1727334.html?ta_source=ITJobs_LinkDetail
Data Engineer Banking,20 - 40 triệu,CÔNG TY TNHH METADATA SOLUTIONS,Hà Nội,"SQL, Python, ETL",1 tuần trước,https://www.topcv.vn/viec-lam/data-engineer-banking/1903298.html?ta_source=ITJobs_LinkDetail
DATA-Business Analyst Banking,20 - 40 triệu,CÔNG TY TNHH METADATA SOLUTIONS,Hà Nội,"Phân Tích Nghiệp Vụ, Phân tích dữ liệu, SQL",1 tuần trước,https://www.topcv.vn/viec-lam/data-business-analyst-banking/1903291.html?ta_source=ITJobs_LinkDetail
IT Project Manager (Junior),Tới 20 triệu,Công ty TNHH Tổng công ty Công nghệ & Giải pháp CMC,Hồ Chí Minh: Quận 7,"Làm việc nhóm, Giao tiếp, Lập Kế Hoạch",1 tuần trước,https://www.topcv.vn/viec-lam/it-project-manager-junior/1831769.html?ta_source=ITJobs_LinkDetail
Product Owner (Fintech - Tikop),Thoả thuận,CÔNG TY CỔ PHẦN CÔNG NGHỆ TECHLAB,Hà Nội: Nam Từ Liêm,"Agile/Scrum, Phân Tích Nghiệp Vụ (business Analysis), Quản Lý Sản Phẩm (product Management)",1 tuần trước,https://www.topcv.vn/viec-lam/product-owner-fintech-tikop/1903263.html?ta_source=ITJobs_LinkDetail
Thực Tập Sinh Phân Tích BA,2 - 5 triệu,CÔNG TY CỔ PHẦN ORENDA,Hà Nội: Thanh Xuân,"Giao tiếp, Phân tích dữ liệu, Thu Thập Yêu Cầu",1 tuần trước,https://www.topcv.vn/viec-lam/thuc-tap-sinh-phan-tich-ba/1901405.html?ta_source=ITJobs_LinkDetail
Senior Cocos Developer Up To 25M,20 - 25 triệu,Công ty Cổ phần Funtap,Hà Nội: Nam Từ Liêm,"cocos creator, Performance Optimization, Javascript/Typescript",1 tuần trước,https://www.topcv.vn/viec-lam/senior-cocos-developer-up-to-25m/1821152.html?ta_source=ITJobs_LinkDetail
Nhân Viên Đánh Giá Tuân Thủ ISO PCI DSS,8 - 12 triệu,CÔNG TY CỔ PHẦN AN NINH MẠNG SCS,Hà Nội: Cầu Giấy,"Đánh giá rủi ro, Phân Tích Lỗ Hổng Bảo Mật, Kiểm Toán Tuân Thủ",1 tuần trước,https://www.topcv.vn/viec-lam/nhan-vien-danh-gia-tuan-thu-iso-pci-dss/1902303.html?ta_source=ITJobs_LinkDetail
"Business Analyst (Lead, GOV)",Thoả thuận,Công ty cổ phần Synodus,Hà Nội: Cầu Giấy,"Giao tiếp, Quản Lý Dự Án, Phân Tích Nghiệp Vụ",1 tuần trước,https://www.topcv.vn/viec-lam/business-analyst-lead-gov/1902416.html?ta_source=ITJobs_LinkDetail
Backend Developer (Golang),Thoả thuận,Công ty Cổ phần 9Pay,Hà Nội: Nam Từ Liêm,"Golang, RESTful APIs, Version Control (git)",1 tuần trước,https://www.topcv.vn/viec-lam/backend-developer-golang/1768933.html?ta_source=ITJobs_LinkDetail
Automation & Manual Tester - TA171,Thoả thuận,NGÂN HÀNG THƯƠNG MẠI CỔ PHẦN VIỆT NAM THỊNH VƯỢNG,Hà Nội: Đống Đa,"Thực Hiện Test Case, Báo Cáo Lỗi (bug Reporting), Viết Test Case",1 tuần trước,https://www.topcv.vn/viec-lam/automation-manual-tester-ta171/1903666.html?ta_source=ITJobs_LinkDetail
Chuyên Viên Vận Hành Và Bảo Trì Hệ Thống Mạng,15 - 20 triệu,CÔNG TY CỔ PHẦN ĐẦU TƯ CHÂU Á - THÁI BÌNH DƯƠNG,Hà Nội: Cầu Giấy,"Quản Trị Mạng, TCP/IP, DNS",1 tuần trước,https://www.topcv.vn/viec-lam/chuyen-vien-van-hanh-va-bao-tri-he-thong-mang/1903094.html?ta_source=ITJobs_LinkDetail
Embedded Firmware Engineer,Thoả thuận,Công ty Cổ Phần Bản Viên,"Hồ Chí Minh: Thủ Đức, Quận 7",English,1 tuần trước,https://www.topcv.vn/viec-lam/embedded-firmware-engineer/1244583.html?ta_source=ITJobs_LinkDetail
Nhân Viên Kỹ Thuật,10 - 12 triệu,CÔNG TY CỔ PHẦN CÔNG NGHỆ GIẢI PHÁP THI THIÊN,Hà Nội: Ba Đình,"Làm việc nhóm, Giải quyết vấn đề, Khắc phục sự cố",1 tuần trước,https://www.topcv.vn/viec-lam/nhan-vien-ky-thuat/1903059.html?ta_source=ITJobs_LinkDetail
DevSecOps Engineer,Thoả thuận,Văn phòng đại diện Everfit Technologies Inc tại thành phố ĐàNẵng,Đà Nẵng: Hải Châu,"CI/CD, Devops, Security",1 tuần trước,https://www.topcv.vn/viec-lam/devsecops-engineer/1837354.html?ta_source=ITJobs_LinkDetail
Nhân Viên Kỹ Thuật Phần Mềm,Từ 7 triệu,CÔNG TY TNHH DỊCH VỤ GIẢI TRÍ RIO,Đà Nẵng: Liên Chiểu,"Lập Trình, phân tích yêu cầu, Kiểm Thử Phần Mềm (software Testing)",1 tuần trước,https://www.topcv.vn/viec-lam/nhan-vien-ky-thuat-phan-mem/1902986.html?ta_source=ITJobs_LinkDetail
Kỹ Sư Triển Khai Giải Pháp Hệ Thống Microsoft,Tới 25 triệu,CÔNG TY CỔ PHẦN DỊCH  VỤ CÔNG NGHỆ TIN HỌC HPT,Hồ Chí Minh: Thủ Đức,"Microsoft Office, Giải Quyết Sự Cố Hệ Thống, Kiến Thức Về Mạng Máy Tính (tcp Ip, Dns, Dhcp)",1 tuần trước,https://www.topcv.vn/viec-lam/ky-su-trien-khai-giai-phap-he-thong-microsoft/1612533.html?ta_source=ITJobs_LinkDetail
IT Admin,11 - 12 triệu,CÔNG TY CỔ PHẦN DỊCH  VỤ CÔNG NGHỆ TIN HỌC HPT,Đồng Nai: Long Thành,N/A,1 tuần trước,https://www.topcv.vn/viec-lam/it-admin/1903639.html?ta_source=ITJobs_LinkDetail
3D Artist,20 - 23 triệu,CÔNG TY TNHH NGÔI SAO DŨNG CẢM,Hà Nội: Thanh Xuân,"Modeling 3d, Texturing, Uv Unwrapping",1 tuần trước,https://www.topcv.vn/viec-lam/3d-artist/1902895.html?ta_source=ITJobs_LinkDetail
Product Owner (Fintech-Tikop),Thoả thuận,Công ty Cổ phần Funtap,Hà Nội: Nam Từ Liêm,"Phân Tích Nghiệp Vụ, Quản Lý Yêu Cầu, Mô Hình Hóa Quy Trình",1 tuần trước,https://www.topcv.vn/viec-lam/product-owner-fintech-tikop/1903259.html?ta_source=ITJobs_LinkDetail
Trưởng Nhóm IT,15 - 18 triệu,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ VI TÍNH SAO MAI,Hồ Chí Minh: Phú Nhuận,"Giao tiếp, Quản Lý Đội Nhóm, Quản Lý Dự Án",1 tuần trước,https://www.topcv.vn/viec-lam/truong-nhom-it/1812159.html?ta_source=ITJobs_LinkDetail
Kỹ Sư IT Phần Cứng,Thoả thuận,CÔNG TY TRÁCH NHIỆM HỮU HẠN SÀI GÒN PRECISION,Hồ Chí Minh: Thủ Đức,"Khắc Phục Sự Cố Phần Cứng, Hiểu Biết Về Mạng Máy Tính, Kiến Thức Về Các Thành Phần Phần Cứng Máy Tính (cpu, Ram, Hdd, Ssd, Mainboard,...)",1 tuần trước,https://www.topcv.vn/viec-lam/ky-su-it-phan-cung/1629365.html?ta_source=ITJobs_LinkDetail
Kỹ Sư Hệ Thống Voice IP,12 - 30 triệu,CÔNG TY CỔ PHẦN THƯƠNG MẠI CÔNG NGHỆ THÔNG TIN DI ĐỘNG,Hà Nội: Cầu Giấy,"H.323, Voice Over Ip (voip), Session Initiation Protocol (sip)",1 tuần trước,https://www.topcv.vn/viec-lam/ky-su-he-thong-voice-ip/1902864.html?ta_source=ITJobs_LinkDetail
Nhân Viên Hệ Thống ( IT),12 - 15 triệu,CÔNG TY CỔ PHẦN SẢN XUẤT VÀ CÔNG NGHỆ NHỰA PHA LÊ,Hải Phòng: Hải An,"Quản Trị Mạng, Quản Trị Hệ Thống, Bảo Trì Hệ Thống",1 tuần trước,https://www.topcv.vn/viec-lam/nhan-vien-he-thong-it/1818197.html?ta_source=ITJobs_LinkDetail
Game Designer,Tới 25 triệu,Công ty Cổ phần Công nghệ Insgame,Hà Nội: Hà Đông,"Designer, Game Design",1 tuần trước,https://www.topcv.vn/viec-lam/game-designer/1288337.html?ta_source=ITJobs_LinkDetail
